142.93	142.93	Mdc
4719619.32	4719619.32	Mdc
62	62	Mdc
6	6	Mdc
516	516	Mdc
148.31	148.31	Mdc
4719613.43	4719613.43	Mdc
63	63	Mdc
6	6	Mdc
516	516	Mdc
154.89	154.89	Mdc
4719615.11	4719615.11	Mdc
64	64	Mdc
6	6	Mdc
516	516	Mdc
175.72	175.72	Mdc
4719600.32	4719600.32	Mdc
65	65	Mdc
6	6	Mdc
516	516	Mdc
178.80	178.80	Mdc
4719601.85	4719601.85	Mdc
66	66	Mdc
6	6	Mdc
516	516	Mdc
180.05	180.05	Mdc
4719603.57	4719603.57	Mdc
67	67	Mdc
6	6	Mdc
516	516	Mdc
191.57	191.57	Mdc
4719594.71	4719594.71	Mdc
68	68	Mdc
6	6	Mdc
516	516	Mdc
201.23	201.23	Mdc
4719593.87	4719593.87	Mdc
69	69	Mdc
6	6	Mdc
516	516	Mdc
208.68	208.68	Mdc
4719596.32	4719596.32	Mdc
70	70	Mdc
6	6	Mdc
516	516	Mdc
215.47	215.47	Mdc
4719598.37	4719598.37	Mdc
71	71	Mdc
6	6	Mdc
516	516	Mdc
231.13	231.13	Mdc
4719605.60	4719605.60	Mdc
72	72	Mdc
6	6	Mdc
516	516	Mdc
237.99	237.99	Mdc
4719604.90	4719604.90	Mdc
73	73	Mdc
6	6	Mdc
516	516	Mdc
253.07	253.07	Mdc
4719600.99	4719600.99	Mdc
74	74	Mdc
6	6	Mdc
516	516	Mdc
271.48	271.48	Mdc
4719595.62	4719595.62	Mdc
75	75	Mdc
6	6	Mdc
516	516	Mdc
280.77	280.77	Mdc
4719594.32	4719594.32	Mdc
76	76	Mdc
6	6	Mdc
516	516	Mdc
291.29	291.29	Mdc
4719592.24	4719592.24	Mdc
77	77	Mdc
6	6	Mdc
516	516	Mdc
303.60	303.60	Mdc
4719592.17	4719592.17	Mdc
78	78	Mdc
6	6	Mdc
516	516	Mdc
307.09	307.09	Mdc
4719591.63	4719591.63	Mdc
79	79	Mdc
6	6	Mdc
516	516	Mdc
319.25	319.25	Mdc
4719587.74	4719587.74	Mdc
80	80	Mdc
6	6	Mdc
516	516	Mdc
322.60	322.60	Mdc
4719584.73	4719584.73	Mdc
81	81	Mdc
6	6	Mdc
516	516	Mdc
324.03	324.03	Mdc
4719584.35	4719584.35	Mdc
82	82	Mdc
6	6	Mdc
516	516	Mdc
370.07	370.07	Mdc
4719576.58	4719576.58	Mdc
83	83	Mdc
6	6	Mdc
516	516	Mdc
376.11	376.11	Mdc
4719574.38	4719574.38	Mdc
84	84	Mdc
6	6	Mdc
516	516	Mdc
385.53	385.53	Mdc
4719557.18	4719557.18	Mdc
85	85	Mdc
6	6	Mdc
516	516	Mdc
385.96	385.96	Mdc
4719557.34	4719557.34	Mdc
86	86	Mdc
6	6	Mdc
516	516	Mdc
387.70	387.70	Mdc
4719552.31	4719552.31	Mdc
87	87	Mdc
6	6	Mdc
516	516	Mdc
389.83	389.83	Mdc
4719553.31	4719553.31	Mdc
88	88	Mdc
6	6	Mdc
516	516	Mdc
396.59	396.59	Mdc
4719539.20	4719539.20	Mdc
89	89	Mdc
6	6	Mdc
516	516	Mdc
416.64	416.64	Mdc
4719526.56	4719526.56	Mdc
90	90	Mdc
6	6	Mdc
516	516	Mdc
423.83	423.83	Mdc
4719528.42	4719528.42	Mdc
91	91	Mdc
6	6	Mdc
516	516	Mdc
424.21	424.21	Mdc
4719526.95	4719526.95	Mdc
92	92	Mdc
6	6	Mdc
516	516	Mdc
431.78	431.78	Mdc
4719528.00	4719528.00	Mdc
93	93	Mdc
6	6	Mdc
516	516	Mdc
437.00	437.00	Mdc
4719529.42	4719529.42	Mdc
94	94	Mdc
6	6	Mdc
516	516	Mdc
441.16	441.16	Mdc
4719531.30	4719531.30	Mdc
95	95	Mdc
6	6	Mdc
516	516	Mdc
447.94	447.94	Mdc
4719536.77	4719536.77	Mdc
96	96	Mdc
6	6	Mdc
516	516	Mdc
453.63	453.63	Mdc
4719542.54	4719542.54	Mdc
97	97	Mdc
6	6	Mdc
516	516	Mdc
460.53	460.53	Mdc
4719546.99	4719546.99	Mdc
98	98	Mdc
6	6	Mdc
516	516	Mdc
465.68	465.68	Mdc
4719540.79	4719540.79	Mdc
99	99	Mdc
6	6	Mdc
516	516	Mdc
476.72	476.72	Mdc
4719529.70	4719529.70	Mdc
100	100	Mdc
6	6	Mdc
516	516	Mdc
498.15	498.15	Mdc
4719507.81	4719507.81	Mdc
101	101	Mdc
6	6	Mdc
516	516	Mdc
478.66	478.66	Mdc
4719488.94	4719488.94	Mdc
102	102	Mdc
6	6	Mdc
516	516	Mdc
471.56	471.56	Mdc
4719483.89	4719483.89	Mdc
103	103	Mdc
6	6	Mdc
516	516	Mdc
464.28	464.28	Mdc
4719480.99	4719480.99	Mdc
104	104	Mdc
6	6	Mdc
516	516	Mdc
442.84	442.84	Mdc
4719463.64	4719463.64	Mdc
105	105	Mdc
6	6	Mdc
516	516	Mdc
427.16	427.16	Mdc
4719455.51	4719455.51	Mdc
106	106	Mdc
6	6	Mdc
516	516	Mdc
414.24	414.24	Mdc
4719452.84	4719452.84	Mdc
107	107	Mdc
6	6	Mdc
516	516	Mdc
396.65	396.65	Mdc
4719451.17	4719451.17	Mdc
108	108	Mdc
6	6	Mdc
516	516	Mdc
392.30	392.30	Mdc
4719451.62	4719451.62	Mdc
109	109	Mdc
6	6	Mdc
516	516	Mdc
380.80	380.80	Mdc
4719455.16	4719455.16	Mdc
110	110	Mdc
6	6	Mdc
516	516	Mdc
370.80	370.80	Mdc
4719454.75	4719454.75	Mdc
111	111	Mdc
6	6	Mdc
516	516	Mdc
335.99	335.99	Mdc
4719460.99	4719460.99	Mdc
112	112	Mdc
6	6	Mdc
516	516	Mdc
