310.64	310.64	Mdc
4719468.60	4719468.60	Mdc
113	113	Mdc
6	6	Mdc
516	516	Mdc
301.69	301.69	Mdc
4719473.14	4719473.14	Mdc
114	114	Mdc
6	6	Mdc
516	516	Mdc
274.75	274.75	Mdc
4719477.02	4719477.02	Mdc
115	115	Mdc
6	6	Mdc
516	516	Mdc
218.89	218.89	Mdc
4719477.76	4719477.76	Mdc
116	116	Mdc
6	6	Mdc
516	516	Mdc
155.53	155.53	Mdc
4719468.01	4719468.01	Mdc
117	117	Mdc
6	6	Mdc
516	516	Mdc
118.72	118.72	Mdc
4719454.04	4719454.04	Mdc
118	118	Mdc
6	6	Mdc
516	516	Mdc
113.43	113.43	Mdc
4719425.39	4719425.39	Mdc
119	119	Mdc
6	6	Mdc
516	516	Mdc
036.47	036.47	Mdc
4719425.30	4719425.30	Mdc
120	120	Mdc
6	6	Mdc
516	516	Mdc
014.03	014.03	Mdc
4719425.28	4719425.28	Mdc
121	121	Mdc
6	6	Mdc
516	516	Mdc
014.06	014.06	Mdc
4719423.50	4719423.50	Mdc
122	122	Mdc
6	6	Mdc
516	516	Mdc
012.48	012.48	Mdc
4719416.92	4719416.92	Mdc
123	123	Mdc
6	6	Mdc
516	516	Mdc
010.20	010.20	Mdc
4719412.06	4719412.06	Mdc
124	124	Mdc
6	6	Mdc
516	516	Mdc
004.91	004.91	Mdc
4719404.27	4719404.27	Mdc
125	125	Mdc
6	6	Mdc
515	515	Mdc
997.14	997.14	Mdc
4719396.21	4719396.21	Mdc
126	126	Mdc
6	6	Mdc
515	515	Mdc
993.51	993.51	Mdc
4719393.35	4719393.35	Mdc
127	127	Mdc
6	6	Mdc
516	516	Mdc
011.98	011.98	Mdc
4719361.39	4719361.39	Mdc
128	128	Mdc
6	6	Mdc
516	516	Mdc
027.08	027.08	Mdc
4719335.24	4719335.24	Mdc
129	129	Mdc
6	6	Mdc
516	516	Mdc
018.09	018.09	Mdc
4719331.65	4719331.65	Mdc
130	130	Mdc
6	6	Mdc
516	516	Mdc
015.91	015.91	Mdc
4719326.83	4719326.83	Mdc
131	131	Mdc
6	6	Mdc
516	516	Mdc
011.18	011.18	Mdc
4719319.50	4719319.50	Mdc
132	132	Mdc
6	6	Mdc
516	516	Mdc
000.92	000.92	Mdc
4719306.40	4719306.40	Mdc
133	133	Mdc
6	6	Mdc
515	515	Mdc
993.71	993.71	Mdc
4719300.05	4719300.05	Mdc
134	134	Mdc
6	6	Mdc
515	515	Mdc
983.61	983.61	Mdc
4719293.39	4719293.39	Mdc
135	135	Mdc
6	6	Mdc
515	515	Mdc
973.69	973.69	Mdc
4719287.87	4719287.87	Mdc
136	136	Mdc
6	6	Mdc
515	515	Mdc
961.58	961.58	Mdc
4719283.80	4719283.80	Mdc
137	137	Mdc
6	6	Mdc
515	515	Mdc
949.55	949.55	Mdc
4719280.90	4719280.90	Mdc
138	138	Mdc
6	6	Mdc
515	515	Mdc
925.75	925.75	Mdc
4719279.60	4719279.60	Mdc
139	139	Mdc
6	6	Mdc
515	515	Mdc
916.65	916.65	Mdc
4719273.33	4719273.33	Mdc
140	140	Mdc
6	6	Mdc
515	515	Mdc
904.32	904.32	Mdc
4719268.53	4719268.53	Mdc
141	141	Mdc
6	6	Mdc
515	515	Mdc
898.09	898.09	Mdc
4719267.56	4719267.56	Mdc
142	142	Mdc
6	6	Mdc
515	515	Mdc
883.96	883.96	Mdc
4719267.52	4719267.52	Mdc
143	143	Mdc
6	6	Mdc
515	515	Mdc
873.19	873.19	Mdc
4719264.74	4719264.74	Mdc
144	144	Mdc
6	6	Mdc
515	515	Mdc
866.87	866.87	Mdc
4719264.09	4719264.09	Mdc
145	145	Mdc
6	6	Mdc
515	515	Mdc
856.57	856.57	Mdc
4719263.93	4719263.93	Mdc
146	146	Mdc
6	6	Mdc
515	515	Mdc
851.01	851.01	Mdc
4719261.92	4719261.92	Mdc
147	147	Mdc
6	6	Mdc
515	515	Mdc
847.32	847.32	Mdc
4719261.21	4719261.21	Mdc
148	148	Mdc
6	6	Mdc
515	515	Mdc
841.10	841.10	Mdc
4719261.08	4719261.08	Mdc
149	149	Mdc
6	6	Mdc
515	515	Mdc
834.69	834.69	Mdc
4719258.68	4719258.68	Mdc
150	150	Mdc
6	6	Mdc
515	515	Mdc
828.60	828.60	Mdc
4719257.36	4719257.36	Mdc
151	151	Mdc
6	6	Mdc
515	515	Mdc
821.79	821.79	Mdc
4719256.60	4719256.60	Mdc
152	152	Mdc
6	6	Mdc
515	515	Mdc
816.06	816.06	Mdc
4719256.28	4719256.28	Mdc
153	153	Mdc
6	6	Mdc
515	515	Mdc
796.12	796.12	Mdc
4719287.49	4719287.49	Mdc
154	154	Mdc
6	6	Mdc
515	515	Mdc
789.73	789.73	Mdc
4719297.46	4719297.46	Mdc
155	155	Mdc
6	6	Mdc
515	515	Mdc
785.30	785.30	Mdc
4719307.41	4719307.41	Mdc

Dva	dva	Mlc
izdvojena	izdvojiti	Agpnsgy
sidrišta	sidrište	Ncnsg
,	,	Z
sidrište	sidrište	Ncnsa
1	1	Mdc
(	(	Z
zapadno	zapadno	Rgp
)	)	Z
i	i	Cc
sidrište	sidrište	Ncnsa
2	2	Mdc
(	(	Z
istočno	istočno	Rgp
)	)	Z
kružnog	kružan	Agpmsgy
su	biti	Var3p
oblika	oblik	Ncmsg
,	,	Z
svaki	svaki	Pi-msn
površine	površina	Ncfsg
od	od	Sg
1.521,00	1.521,00	Mdc
m2	m2	Xf
,	,	Z
a	a	Cc
definirani	definirati	Agpmpny
su	biti	Var3p
koordinatama	koordinata	Ncfpi
središta	središte	Ncnsg
kružnica	kružnica	Ncfpg
radijusa	radijus	Ncmsg
22,00	22,00	Mdc
m	m	Y
,	,	Z
a	a	Cc
koje	koji	Pi-fpn
koordinate	koordinata	Ncfpn
su	biti	Var3p
izražene	izraziti	Appfpny
u	u	Sl
Gauss-Krügerovoj	gauss-krügerov	Agpfsly
projekciji	projekcija	Ncfsl
:	:	Z

koordinate	koordinata	Ncfpa
središta	središte	Ncnsg
sidrišta	sidrište	Ncnsg
1	1	Mdc
:	:	Z

točka	točka	Ncfsn
A	a	Cc
Y	Y	Pd-nsn
=	=	Z
6	6	Mdc
516	516	Mdc
187.25	187.25	Mdc
m		Npmsg
X		Npmsg
=	=	Z
4	4	Mdc
719	719	Mdc
440.78	440.78	Mdc
m	m	Cc

koordinate	koordinata	Ncfpa
središta	središte	Ncnsg
sidrišta	sidrište	Ncnsg
2	2	Mdc
:	:	Z

točka	točka	Ncfsn
B	b	Xf
Y	Y	Xf
=	=	Z
6	6	Mdc
516	516	Mdc
261.11	261.11	Mdc
m		Npmsg
X		Npmsg
=	=	Z
4	4	Mdc
719	719	Mdc
440.96	440.96	Mdc
m	m	Cc

Površina	površina	Ncfsn
pomorskog	pomorski	Agpnsgy
dobra	dobro	Ncnsg
koje	koji	Pi-nsn
se	sebe	Px--sa
daje	davati	Vmr3s
u	u	Sa
koncesiju	koncesija	Ncfsa
ukupno	ukupno	Rgp
iznosi	iznositi	Vmr3s
78.833	78.833	Mdc
m2	m	Ncmpg
,	,	Z
od	od	Sg
čega	što	Pi3n-g
je	biti	Var3s
75.791	75.791	Mdc
m2	m2	Mdc
kopnenog	kopnen	Agpnsgy
i	i	Cc
morskog	morski	Agpmsgy
prostora	prostor	Ncmsg
plaže	plaža	Ncfsg
,	,	Z
a	a	Cc
3.042	3.042	Mdc
m2	i	Agpmsgy
morskog	morski	Agpmsgy
akvatorija	akvatorij	Ncmsg
dvaju	dva	Vmr3p
izdvojenih	izdvojiti	Agpnpgy
sidrišta	sidrište	Ncnpg
,	,	Z
a	a	Cc
sve	sav	Agpnsny
kako	kako	Cs
je	biti	Var3s
prikazano	prikazati	Appnsny
na	na	Sl
grafičkoj	grafički	Agpfsly
podlozi	podloga	Ncfsl
,	,	Z
koja	koji	Pi-fsn
čini	činiti	Vmr3s
Prilog	prilog	Ncmsan
1.	1.	Mdo
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
i	i	Cc
ne	ne	Qz
objavljuje	objavljivati	Vmr3s
se	sebe	Px--sa
u	u	Sl
»		Agpfply
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
.	.	Z

V.	V.	Y

Ovlaštenik	ovlaštenik	Ncmsn
koncesije	koncesija	Ncfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
u	u	Sa
koncesijsko	koncesijski	Agpnsny
pomorsko	pomorski	Agpnsny
dobro	dobar	Agpnsny
uložiti	uložiti	Vmn
sveukupno	sveukupno	Rgp
55.041.230,00	55.041.230,00	Mdc
kuna	kuna	Ncfpg
kao	kao	Cs
investicijsko	investicijski	Agpnsny
ulaganje	ulaganje	Ncnsn
,	,	Z
a	a	Cc
sve	sav	Agpnsay
u	u	Sl
opsegu	opseg	Ncmsl
i	i	Cc
na	na	Sa
način	način	Ncmsan
opisan	opisati	Appmsann
u	u	Sl
Studiji	studija	Ncfsl
gospodarske	gospodarski	Agpfsgy
opravdanosti	opravdanost	Ncfsg
davanja	davanje	Ncnsg
koncesije	koncesija	Ncfsg
na	na	Sl
pomorskom	pomorski	Agpnsly
dobru	dobro	Ncnsl
u	u	Sa
svrhu	svrha	Ncfsa
izgradnje	izgradnja	Ncfsg
i	i	Cc
gospodarskog	gospodarski	Agpnsgy
korištenja	korištenje	Ncnsg
plaže	plaža	Ncfsg
na	na	Sl
dijelu	dio	Ncmsl
k.	ka	Ncfsg
o.	o	Npmsay
Brašina	Brašin	Npmsay
u	u	Sl
zoni	zona	Ncfsl
Kupari	Kupara	Npfsl
I.	I.	Mro
,	,	Z
koja	koji	Pi-fsn
čini	činiti	Vmr3s
Prilog	prilog	Ncmsan
2.	2.	Mdo
ove	ovaj	Pd-fsg
Odluke	odluka	Ncfsg
i	i	Cc
ne	ne	Qz
objavljuje	objavljivati	Vmr3s
se	sebe	Px--sa
u	u	Sl
»		Agpfply
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
.	.	Z

Prema	prema	Sl
Studiji	studija	Ncfsl
gospodarske	gospodarski	Agpfsgy
opravdanosti	opravdanost	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ove	ovaj	Pd-fsg
točke	točka	Ncfsg
,	,	Z
Ovlaštenik	ovlaštenik	Ncmsn
koncesije	koncesija	Ncfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
iznos	iznos	Ncmsn
od	od	Sg
300.000,00	300.000,00	Mdc
kuna	kuna	Ncfpg
investirati	investirati	Vmn
u	u	Sa
zaštitu	zaštita	Ncfsa
okoliša	okoliš	Ncmsg
koncesijskog	koncesijski	Agpnsgy
područja	područje	Ncnsg
.	.	Z

Ovlaštenik	ovlaštenik	Ncmsn
koncesije	koncesija	Ncfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
četiri	četiri	Mlc
godine	godina	Ncfsg
od	od	Sg
dana	dan	Ncmpg
sklapanja	sklapanje	Ncnsg
ugovora	ugovor	Ncmsg
o	o	Sl
koncesiji	koncesija	Ncfsl
iz	iz	Sg

