14.08.2015	14.08.201i	Agpfsny
4831/50	4831/50	Mdc
,	,	Z
4831/18	4831/18	Mdc
,	,	Z
4831/15	4831/15	Mdc
,	,	Z
4832/1	4832/1	Mdc
,	,	Z
4832/2	4832/2	Mdc
,	,	Z
4832/3	4832/3	Mdc
,	,	Z
4832/4	4832/4	Mdc
,	,	Z
4832/5	4832/5	Mdc
,	,	Z
4832/6	4832/6	Mdc
,	,	Z
4832/7	4832/7	Mdc
,	,	Z
4832/9	4832/9	Mdc
,	,	Z
4832/10	4832/10	Mdc
,	,	Z
4832/11	4832/11	Mdc
,	,	Z
4832/12	4832/12	Mdc
,	,	Z
4832/13	4832/13	Mdc
,	,	Z
4832/14	4832/14	Mdc
,	,	Z
4832/15	4832/15	Mdc
,	,	Z
4832/16	4832/16	Mdc
,	,	Z
4833	4833	Mdc
i	i	Cc
čest	čest	Agpmsnn
.	.	Z
zgr	zgr	Rgp
.	.	Z
388/1	388/1	Mdc
,	,	Z
388/2	388/2	Mdc
,	,	Z
388/3	388/3	Mdc
Donje	donji	Agpnsny
Selo	selo	Ncnsn
Datum	datum	Ncmsn
:	:	Z
04.09.2015	04.09.2015	Mdo
Klasa	klasa	Ncfsn
:	:	Z
UP	up	Ncmsn
/	/	Z
I-612-08	I-612-08	X
/	/	Z
15	15	Mdc
-	-	Z
05/0221	05/0221	Agpmsny
Urbroj	urbroj	Ncmsn
:	:	Z
532	532	Mdc
-	-	Z
04	04	Mdc
-	-	Z
02	02	Mdc
-	-	Z
15/13	15/13	Mdc
-	-	Z
15	15	Mdc
-	-	Z
1	1	Mdc
P-5118	P-5118	Y
4.9.2018	4.9.201i	Agpfsny
Općina	općina	Ncfsn
DICMO	DICMO	Npmsn
Prisoje	prisoj	Var3s
Ruralna	ruralan	Agpfsny
cjelina	cjelina	Ncfsn
Klanac	klanac	Ncmsn
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
1014/4	1014/4	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
198	198	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
1014/2	1014/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
1014/1	1014/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
1014/5	1014/5	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
189	189	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
1015	1015	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
160/14	160/14	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
160/19	160/19	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
160/20	160/20	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
160/15	160/15	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
160/5	160/5	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
160/17	160/17	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
160/16	160/16	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
160/18	160/18	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
160/9	160/9	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
1018/4	1018/4	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
1018/3	1018/3	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
197	197	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
1018/2	1018/2	Mdc
,	,	Z
1018/12	1018/12	Mds
,	,	Z
;	;	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
4/5	4/5	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
184/6	184/6	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
184/5	184/5	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
184/11	184/11	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
184/10	184/10	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
184/9	184/9	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
184/4	184/4	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
184/3	184/3	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
184/8	184/8	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
184/7	184/7	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
184/2	184/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
184/1	184/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
5/3	5/3	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
8	8	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
209	209	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
1695/5	1695/5	Mdc
i	i	Cc
dio	dio	Ncmsn
k.	k.	Y
č.	č.	Y
zem	ze	Ncnsi
.	.	Z
1695/1	1695/1	Mdc
od	od	Sg
spoja	spoj	Ncmsg
sa	sa	Si
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
4/5	4/5	Mdc
na	na	Sl
sjeveroistoku	sjeveroistok	Ncmsl
te	te	Cc
spoja	spoj	Ncmsg
sa	sa	Si
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
1695/4	1695/4	Mdc
na	na	Sl
jugozapadu	jugozapad	Ncmsl
Kraj	kraj	Ncmsn
;	;	Z
Prisoje	prisoj	Agpmsny
Datum	datum	Ncmsn
:	:	Z
03.09.2015	03.09.2015	Mdo
Klasa	klasa	Ncfsn
:	:	Z
UP	up	Ncmsn
/	/	Z
I	i	Cc
612	612	Mdc
-	-	Z
08/15	08/15	Mdc
-	-	Z
05/0220	05/0220	Agpmsny
Urbroj	urbroj	Ncmsn
:	:	Z
532	532	Mdc
-	-	Z
04	04	Mdc
-	-	Z
02	02	Mdc
-	-	Z
15/15	15/15	Mdc
-	-	Z
15	15	Mdc
-	-	Z
1	1	Mdc
P-5128	p-5128	Agpmsny
3.9.2018	3.9.2018	Agpmsny
Grad	grad	Ncmsn
STARI	star	Agpmsny
GRAD	grad	Ncmsn
Stari	star	Agpmsny
Grad	grad	Ncmsn
Ruralna	ruralan	Agpfsny
cjelina	cjelina	Ncfsn
Mala	mali	Agpfsny
Rudina	rudina	Ncfsn
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9267	9267	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9268/1	9268/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1235	1235	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9270/2	9270/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9269	9269	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9270/1	9270/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1005	1005	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1006	1006	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
10786	10786	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9274/1	9274/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9274/2	9274/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9273	9273	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9272	9272	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1012	1012	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1020/1	1020/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1018	1018	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1013	1013	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1020/2	1020/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9275	9275	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9277	9277	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1021	1021	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1009	1009	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1014	1014	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1010	1010	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1011	1011	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1015	1015	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1017	1017	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1016	1016	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1027	1027	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1028	1028	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9276	9276	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1023	1023	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1022	1022	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1024	1024	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1025/1	1025/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1025/2	1025/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1025/3	1025/3	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1025/4	1025/4	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1025/5	1025/5	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9278/3	9278/3	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9278/1	9278/1	Mdc
,	,	Z
k.	k.	Y
č	č	Si
zem	z	Ncmsi
.	.	Z
9278/4	9278/4	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9278/2	9278/2	Mdc
,	,	Z
dio	dio	Ncmsn
puta	puta	Rgp
10787	10787	Mdc
koji	koji	Pi-msn
prolazi	prolaziti	Vmr3s
kroz	kroz	Sa
naselje	naselje	Ncnsa
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9289	9289	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9290	9290	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9293	9293	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1030/1	1030/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1030/3	1030/3	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1030/2	1030/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9208	9208	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9210	9210	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1035/1	1035/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1034/2	1034/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1034/1	1034/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1033	1033	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1035/2	1035/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1037	1037	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1035/3	1035/3	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1038	1038	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1031	1031	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9207	9207	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1041	1041	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1040/1	1040/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1040/2	1040/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1039/1	1039/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1029	1029	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9206	9206	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9205/1	9205/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9205/2	9205/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9204	9204	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9203	9203	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9202	9202	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9200	9200	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9201	9201	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1042	1042	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1045	1045	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1046	1046	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9198	9198	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9197/2	9197/2	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zem	z	Ncmsi
.	.	Z
9197/1	9197/1	Mdc
,	,	Z
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1257.	1257.	Mdo

Stari	star	Agpmsny
Grad	grad	Ncmsn
Datum	datum	Ncmsn
:	:	Z
11.09.2015	11.09.2015	Mdo
Klasa	klasa	Ncfsn
:	:	Z
UP	up	Ncmsn
/	/	Z
I-612-08	I-612-08	X
/	/	Z
15	15	Mdc
-	-	Z
05/0250	05/0250	Agpmsny
Urbroj	urbroj	Ncmsn
:	:	Z
532	532	Mdc
-	-	Z
04	04	Mdc
-	-	Z
02	02	Mdc
-	-	Z
15/15	15/15	Mdc
-	-	Z
15	15	Mdc
-	-	Z
1	1	Mdc
P-5161	P-5161	Mdc
11.9.2018	11.9.2018	Agpmsny
Stari	star	Agpmsny
Grad	grad	Ncmsn
Zgrada	zgrada	Ncfsn
vinarije	vinarija	Ncfsg
u	u	Sl
Starome	star	Agpmsly
Gradu	grad	Ncmsl
k.	ki	Agpmsly
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
1335	1335	Mdc
i	i	Cc
k.	k.	Y
č.	č.	Y
zem	ze	Ncnsi
.	.	Z
4453/5	4453/5	Mdc
,	,	Z
4451	4451	Mdc
,	,	Z
4454/1	4454/1	Mdc
,	,	Z
4454/2	4454/2	Mdc
Stari	star	Agpmsny
Grad	grad	Ncmsn
Datum	datum	Ncmsn
:	:	Z
20.07.2015	20.07.2015	Mdo
Klasa	klasa	Ncfsn
:	:	Z
UP	up	Ncmsn
/	/	Z
I	i	Cc
612	612	Mdc
-	-	Z
08/15	08/15	Mdc
-	-	Z
05/0148	05/0148	Agpmsny
Urbroj	urbroj	Ncmsn
:	:	Z
532	532	Mdc
-	-	Z
04	04	Mdc
-	-	Z
02	02	Mdc
-	-	Z
15/15	15/15	Mdc
-	-	Z
15	15	Mdc
-	-	Z
1	1	Mdc
P-5163	P-5163	Y
20.7.2018	20.7.201i	Agpfsny
Općina	općina	Ncfsn
JELSA	JELS	Npmsg
Pitve	pitv	Aspfsny
Zgrada	zgrada	Ncfsn
i	i	Cc
namjena	namjena	Ncfsn
zgrade	zgrada	Ncfsg
Vinogradarske	vinogradarski	Agpfsgy
zbirke	zbirka	Ncfsg
k.	k.	Y
č.	č.	Y
zgr	zgr	Ncmsan
.	.	Z
313	313	Mdc
Pitve	pitve	Agpmsny
Datum	datum	Ncmsn
:	:	Z
09.09.2015	09.09.2015	Mdo
Klasa	klasa	Ncfsn
:	:	Z
UP	up	Ncmsn
/	/	Z
I-612-08	I-612-08	X
/	/	Z
15	15	Mdc
-	-	Z
05/0236	05/0236	Agpmsny
Urbroj	urbroj	Ncmsn
:	:	Z
532	532	Mdc
-	-	Z
04	04	Mdc
-	-	Z
02	02	Mdc
-	-	Z
15/15	15/15	Mdc
-	-	Z
15	15	Mdc
-	-	Z
1	1	Mdc
P-5121	P-5121	Mdc
9.9.2018	9.9.2018	Mdc
Šibensko-kninska	šibensko-kninski	Agpfsny
županija	županija	Ncfsn
Općina	Općina	Npfsn
PRIMOŠTEN	PRIMOŠTEN	Npfsn
Primošten	Primošten	Npfsn
Arheološko	arheološki	Agpnsny
nalazište	nalazište	Ncnsn
Gradina	gradina	Ncfsn
Kremik	Kremik	Npmsn
kod	kod	Sg
Primoštena	Primošten	Npmsg
4189/2	4189/	Npmsg
,	,	Z
4189/67	4189/67	Mdc
,	,	Z
4189/68	4189/68	Mdc
,	,	Z
4189/69	4189/69	Mdc
,	,	Z
4189/70	4189/70	Mdc
,	,	Z
4189/71	4189/71	Mdc
,	,	Z
4189/72	4189/72	Mdc
,	,	Z
4189/73	4189/73	Mdc
,	,	Z
4189/74	4189/74	Mdc
,	,	Z
4189/75	4189/75	Mdc
,	,	Z
4189/76	4189/76	Mdc
,	,	Z
4189/298	4189/298	Mdc
i	i	Cc
dio	dio	Ncmsn
k.	k.	Y
č.	č.	Y
4189/77	4189/77	Mdc
(	(	Z
put	put	Ncmsn
)	)	Z
Primošten	primošten	Agpmsny
Datum	datum	Ncmsn
:	:	Z
23.07.2015	23.07.2015	Mdo
Klasa	klasa	Ncfsn
:	:	Z
UP	up	Ncmsn
/	/	Z
I-612-08	I-612-08	X
/	/	Z
15	15	Mdc
-	-	Z
05/0154	05/0154	Agpmsny
Urbroj	urbroj	Ncmsn
:	:	Z
532	532	Mdc
-	-	Z
04	04	Mdc
-	-	Z
02	02	Mdc
-	-	Z
15/6	15/6	Mdc
-	-	Z
15	15	Mdc
-	-	Z
1	1	Mdc
P-5105	P-5105	Mdc
23.7.2021	23.7.2021	Mdc
Varaždinska	varaždinski	Agpfsny
županija	županija	Ncfsn
Grad	grad	Ncmsn
VARAŽDINSKE	varaždinski	Agpfsgy
TOPLICE	toplice	Ncfsg
Pišćanovec	Pišćanovec	Npmsn
Tradicijska	tradicijski	Agpfsny
vinogradarska	vinogradarski	Agpfsny
građevina	građevina	Ncfsn
8931	8931	Mdc
Kapela	kapela	Ncfsn

